state,date,M1,M2,M3,M4,V1,V2,V3,V4,D1,D2,D3,TR1,TR2,H1,H2,T1,T1a,T1b,T1c,T0,I1,E1,E1a,R1,IEAD,Xa,Xb,mask,vent,dist,tran,higi,test,imun,aead,ISRAP
TOTAL,24may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50,25,37.5,50,50,0,0,0,2395.8333
TOTAL,25may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50,25,37.5,50,50,0,0,0,2395.8333
TOTAL,26may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50,25,37.5,50,50,0,0,0,2395.8333
TOTAL,27may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50,25,37.5,50,50,0,0,0,2395.8333
TOTAL,28may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,31may2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,01jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,02jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,03jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,04jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,05jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,06jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,07jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,08jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,09jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,10jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,11jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,12jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,13jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,14jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,15jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,16jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,17jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,18jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,19jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,20jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,21jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,22jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,23jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,24jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,25jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,26jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,27jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,28jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30jun2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,01jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,02jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,03jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,04jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,05jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,06jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,07jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,08jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,09jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,10jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,11jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,12jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,13jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,14jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,15jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,16jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,17jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,18jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,19jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,20jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,21jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,22jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,23jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,24jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,25jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,26jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,27jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,28jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,31jul2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,01aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,02aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,03aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,04aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,05aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,06aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,07aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,08aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,09aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,10aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,11aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,12aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,13aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,14aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,15aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,16aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,17aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,18aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,19aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,20aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,21aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,22aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,23aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,24aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,25aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,26aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,27aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,28aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,31aug2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,01sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,02sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,03sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,04sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,05sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,06sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,07sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,08sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,09sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,10sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,11sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,12sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,13sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,14sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,15sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,16sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,17sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,18sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,19sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,20sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,21sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,22sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,23sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,24sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,25sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,26sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,27sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,28sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30sep2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,01oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,02oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,03oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,04oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,05oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,06oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,07oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,08oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,09oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,10oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,11oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,12oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,13oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,14oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,15oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,16oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,17oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,18oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,19oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,20oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,21oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,22oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,23oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,24oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
