state,date,M1,M2,M3,M4,V1,V2,V3,V4,D1,D2,D3,TR1,TR2,H1,H2,T1,T1a,T1b,T1c,T0,I1,E1,E1a,R1,IEAD,Xa,Xb,mask,vent,dist,tran,higi,test,imun,aead,ISRAP
TOTAL,25oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,26oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,27oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,28oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,31oct2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,01nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,02nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,03nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,04nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,05nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,06nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,07nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,08nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,09nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,10nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,11nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,12nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,13nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,14nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,15nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,16nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,17nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,18nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,19nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,20nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,21nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,22nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,23nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,24nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,25nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,26nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,27nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,28nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30nov2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,01dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,02dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,03dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,04dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,05dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,06dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,07dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,08dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,09dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,10dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,11dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,12dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,13dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,14dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,15dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,16dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,17dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,18dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,19dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,20dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,21dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,22dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,23dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,24dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,25dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,26dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,27dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,28dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,29dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,30dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
TOTAL,31dec2021,1,0,0,1,1,0,0,0,0,.5,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,50,25,37.5,50,50,0,100,0,4062.5
