state,city,date,country,C1,C1_geo,C2a,C2a_geo,C2b,C2b_geo,C3,C3_geo,C4,C4_geo,C6,C6_geo,C9,C9_geo,SPDS_CGRTBRFED
RO,Porto Velho,19aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,20aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,21aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,22aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,23aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,24aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,25aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,26aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,27aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,28aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,29aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,30aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,31aug2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,01sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,02sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,03sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,04sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,05sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,06sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,07sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,08sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,09sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,10sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,11sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,12sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,13sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,14sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,15sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Porto Velho,16sep2020,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
