state,spatial_unit,date,C1,C1_geo,C2a,C2a_geo,C2b,C2b_geo,C3,C3_geo,C4,C4_geo,C6,C6_geo,C9,C9_geo,SPDS_CGRTBRFED
DF,Distrito Federal,05mar2021,2,1,2,1,0,0,2,1,0,0,3,1,0,0,45.833336
DF,Distrito Federal,06mar2021,2,1,2,1,0,0,2,1,0,0,3,1,0,0,45.833336
DF,Distrito Federal,07mar2021,2,1,2,1,0,0,2,1,0,0,3,1,0,0,45.833336
DF,Distrito Federal,08mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,09mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,10mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,11mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,12mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,13mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,14mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,15mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,16mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,17mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,18mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,19mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,20mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,21mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,22mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,23mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,24mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,25mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,26mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,27mar2021,3,1,2,1,0,0,2,1,0,0,3,1,0,0,51.388889
DF,Distrito Federal,28mar2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,29mar2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,30mar2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,31mar2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,01apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,02apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,03apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,04apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,05apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,06apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,07apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,08apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,09apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,10apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,11apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,12apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,13apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,14apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,15apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,16apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,17apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,18apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,19apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,20apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,21apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,22apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,23apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,24apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,25apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,26apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,27apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,28apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,29apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,30apr2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,01may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,02may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,03may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,04may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,05may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,06may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,07may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,08may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,09may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,10may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,11may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,12may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,13may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,14may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,15may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,16may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,17may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,18may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,19may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,20may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,21may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,22may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,23may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,24may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,25may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,26may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,27may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,28may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,29may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,30may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,31may2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,01jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,02jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,03jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,04jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,05jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,06jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,07jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,08jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,09jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,10jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,11jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,12jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,13jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,14jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,15jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,16jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,17jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,18jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,19jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,20jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,21jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,22jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,23jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,24jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,25jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,26jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,27jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,28jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,29jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,30jun2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,01jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,02jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,03jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,04jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,05jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,06jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,07jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,08jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,09jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,10jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,11jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,12jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,13jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,14jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,15jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,16jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,17jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,18jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,19jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,20jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,21jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,22jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,23jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,24jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,25jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,26jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,27jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,28jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,29jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,30jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,31jul2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
DF,Distrito Federal,01aug2021,0,0,0,0,0,0,2,1,0,0,3,1,0,0,23.611111
SP,Estado de São Paulo,29dec2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,30dec2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,31dec2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,01jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,02jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,03jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,04jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,05jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,06jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,07jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,08jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,09jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,10jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,11jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,12jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,13jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,14jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,15jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,16jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,17jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,18jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,19jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,20jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,21jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,22jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,23jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,24jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,25jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,26jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,27jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,28jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,29jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,30jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,31jan2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,01feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,02feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,03feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,04feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,05feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,06feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,07feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,08feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,09feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,10feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,11feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,12feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,13feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,14feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,15feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,16feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,17feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,18feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,19feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,20feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,21feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,22feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,23feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,24feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,25feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,26feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,27feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,28feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,29feb2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,01mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,02mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,03mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,04mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,05mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,06mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,07mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,08mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,09mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,10mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,11mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,12mar2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Estado de São Paulo,13mar2020,1,1,0,0,0,0,2,1,0,0,0,0,0,0,16.666668
SP,Estado de São Paulo,14mar2020,1,1,0,0,0,0,2,1,0,0,0,0,0,0,16.666668
SP,Estado de São Paulo,15mar2020,1,1,0,0,0,0,2,1,0,0,0,0,0,0,16.666668
SP,Estado de São Paulo,16mar2020,3,1,0,0,0,0,2,1,0,0,0,0,0,0,27.777779
SP,Estado de São Paulo,17mar2020,3,1,0,0,0,0,2,1,0,0,0,0,0,0,27.777779
SP,Estado de São Paulo,18mar2020,3,1,0,0,0,0,2,.5,0,0,0,0,0,0,25
SP,Estado de São Paulo,19mar2020,3,1,0,0,0,0,2,.5,0,0,0,0,0,0,25
SP,Estado de São Paulo,20mar2020,3,1,0,0,0,0,2,.5,0,0,0,0,0,0,25
SP,Estado de São Paulo,21mar2020,3,1,0,0,0,0,2,.5,0,0,0,0,0,0,25
SP,Estado de São Paulo,22mar2020,3,1,0,0,0,0,2,.5,0,0,0,0,0,0,25
SP,Estado de São Paulo,23mar2020,3,1,0,0,0,0,2,.5,0,0,0,0,0,0,25
SP,Estado de São Paulo,24mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,25mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,26mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,27mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,28mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,29mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,30mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,31mar2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,01apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,02apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,03apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,04apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,05apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,06apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,07apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,08apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,09apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,10apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,11apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,12apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,13apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,14apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,15apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,16apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,17apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,18apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,19apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,20apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,21apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,22apr2020,3,1,2,1,0,0,2,1,0,0,0,0,0,0,38.888889
SP,Estado de São Paulo,23apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,24apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,25apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,26apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,27apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,28apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,29apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,30apr2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,01may2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,02may2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,03may2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
SP,Estado de São Paulo,04may2020,3,1,2,1,0,0,2,1,0,0,0,0,1,1,43.055557
